AnnotationAccession,SeqID,SeqType,PIRAReadCount,replicon_length,PIRASequencingCoverage,PIRALongestRepliconCoverage,PIRACopyNumber,InitialReadCount,AdditionalReadCount,InitialCopyNumberEstimate,RepliconDNAContent,Organism,Strain,TaxonomicGroup,TaxonomicSubgroup,host,isolation_source,Annotation,Genus,max_replicon_length,normalized_replicon_length,Plasmid,PredictedMobility,log10_replicon_length,log10_PIRACopyNumber,log10_normalized_replicon_length,Size_Cluster
GCF_000742975.1_ASM74297v1,NZ_CP008814.1,plasmid,341988,41610,8.21888969,6.22721025,1.319845738,309143,32845,1.319834944,54918.78114,Enterococcus faecalis ATCC 29212,29212,Terrabacteria group,Bacillota,NA,NA,Unannotated,Enterococcus,2939973,0.014153191,CP008814.1,mobilizable,4.619197716,0.120523174,-1.849145626,Cluster_1
GCF_009730455.1_ASM973045v1,NZ_CP046333.1,plasmid,6012996,2586495,2.324766141,2.170970035,1.073404153,5940667,72329,1.070842114,2776354.474,Cupriavidus metallidurans,FDAARGOS_675,Pseudomonadota,Betaproteobacteria,NA,sedimentation pond in a zinc factory,Human-impacted,Cupriavidus,3928086,0.658461907,CP046333.1,mobilizable,6.412711643,0.030763271,-0.181469344,Cluster_1
GCF_009730455.1_ASM973045v1,NZ_CP046332.1,plasmid,748769,255356,2.932255361,2.170970035,1.366997402,739673,9096,1.350665976,349070.9887,Cupriavidus metallidurans,FDAARGOS_675,Pseudomonadota,Betaproteobacteria,NA,sedimentation pond in a zinc factory,Human-impacted,Cupriavidus,3928086,0.065007742,CP046332.1,conjugative,5.407146067,0.135767689,-1.187034921,Cluster_1
GCF_009730455.1_ASM973045v1,NZ_CP046330.1,plasmid,530879,171459,3.096244583,2.170970035,1.446345137,524702,6177,1.426203279,247988.8909,Cupriavidus metallidurans,FDAARGOS_675,Pseudomonadota,Betaproteobacteria,NA,sedimentation pond in a zinc factory,Human-impacted,Cupriavidus,3928086,0.043649503,CP046330.1,conjugative,5.234160286,0.16027194,-1.360020701,Cluster_1
GCF_003589785.1_ASM358978v1,NZ_CP032385.1,plasmid,21910,103514,0.211662191,0.289008233,0.737158031,21328,582,0.732374259,76306.17644,Salmonella enterica subsp. enterica serovar Dublin,CVM N53043,Pseudomonadota,Gammaproteobacteria,NA,Ground Beef,Food,Salmonella,4877387,0.021223249,CP032385.1,conjugative,5.014999091,-0.132439399,-1.673188125,Cluster_1
GCF_003589785.1_ASM358978v1,NZ_CP032386.1,plasmid,15337,75390,0.203435469,0.289008233,0.706250336,15293,44,0.703908905,53244.21284,Salmonella enterica subsp. enterica serovar Dublin,CVM N53043,Pseudomonadota,Gammaproteobacteria,NA,Ground Beef,Food,Salmonella,4877387,0.015457047,CP032386.1,conjugative,4.877313743,-0.151041332,-1.810873473,Cluster_1
GCF_021537535.1_ASM2153753v1,NZ_CP084540.1,plasmid,1968688,305498,6.444192761,6.946077865,0.941375092,1906964,61724,0.92774554,287588.2079,Peribacillus frigoritolerans,Ant232,Terrabacteria group,Bacillota,NA,snow,Water,Peribacillus,5586945,0.054680689,CP084540.1,non-mobilizable,5.485008371,-0.026237297,-1.262166025,Cluster_1
GCF_013742375.1_ASM1374237v1,NZ_CP056728.1,plasmid,71742,96235,0.745487608,0.590272903,1.297283639,69552,2190,1.262954143,124844.091,Enterobacter hormaechei,RHBSTW-00316,Pseudomonadota,Gammaproteobacteria,NA,Wastewater influent sample,Human-impacted,Enterobacter,4815044,0.019986318,CP056728.1,non-mobilizable,4.983333051,0.113034941,-1.699267209,Cluster_1
GCF_013742375.1_ASM1374237v1,NZ_CP056729.1,plasmid,103605,87112,1.189330976,0.590272903,2.05621899,98571,5034,2.014883235,179121.3486,Enterobacter hormaechei,RHBSTW-00316,Pseudomonadota,Gammaproteobacteria,NA,Wastewater influent sample,Human-impacted,Enterobacter,4815044,0.018091631,CP056729.1,non-mobilizable,4.940077985,0.313069366,-1.742522275,Cluster_1
GCF_013742375.1_ASM1374237v1,NZ_CP056730.1,plasmid,49678,48470,1.024922633,0.590272903,1.846094685,46155,3523,1.736353858,89480.20937,Enterobacter hormaechei,RHBSTW-00316,Pseudomonadota,Gammaproteobacteria,NA,Wastewater influent sample,Human-impacted,Enterobacter,4815044,0.010066367,CP056730.1,non-mobilizable,4.68547302,0.266253972,-1.99712724,Cluster_1
GCF_013742375.1_ASM1374237v1,NZ_CP056731.1,plasmid,74948,5523,13.57016114,0.590272903,22.97294858,74867,81,22.98963933,126879.595,Enterobacter hormaechei,RHBSTW-00316,Pseudomonadota,Gammaproteobacteria,NA,Wastewater influent sample,Human-impacted,Enterobacter,4815044,0.00114703,CP056731.1,mobilizable,3.742175043,1.36121674,-2.940425217,Cluster_2
GCF_013742375.1_ASM1374237v1,NZ_CP056732.1,plasmid,141063,5299,26.62068315,0.590272903,45.06619918,141025,38,45.09894154,238805.7894,Enterobacter hormaechei,RHBSTW-00316,Pseudomonadota,Gammaproteobacteria,NA,Wastewater influent sample,Human-impacted,Enterobacter,4815044,0.001100509,CP056732.1,mobilizable,3.72419392,1.653850932,-2.958406341,Cluster_2
GCF_013742375.1_ASM1374237v1,NZ_CP056733.1,plasmid,83043,5259,15.79064461,0.590272903,26.73200876,82339,704,26.75143062,140583.6341,Enterobacter hormaechei,RHBSTW-00316,Pseudomonadota,Gammaproteobacteria,NA,Wastewater influent sample,Human-impacted,Enterobacter,4815044,0.001092202,CP056733.1,mobilizable,3.720903171,1.427031595,-2.961697089,Cluster_2
GCF_013742375.1_ASM1374237v1,NZ_CP056734.1,plasmid,66519,3813,17.44531865,0.590272903,29.53320921,65788,731,29.55466625,112610.1267,Enterobacter hormaechei,RHBSTW-00316,Pseudomonadota,Gammaproteobacteria,NA,Wastewater influent sample,Human-impacted,Enterobacter,4815044,0.000791893,CP056734.1,mobilizable,3.581266805,1.470310642,-3.101333455,Cluster_2
GCF_013742375.1_ASM1374237v1,NZ_CP056735.1,plasmid,13610,3726,3.652710682,0.590272903,6.183680043,13610,0,6.18817273,23040.39184,Enterobacter hormaechei,RHBSTW-00316,Pseudomonadota,Gammaproteobacteria,NA,Wastewater influent sample,Human-impacted,Enterobacter,4815044,0.000773825,CP056735.1,non-mobilizable,3.571242851,0.79124701,-3.11135741,Cluster_2
GCF_013742375.1_ASM1374237v1,NZ_CP056736.1,plasmid,30444,2495,12.20200401,0.590272903,20.65679306,30439,5,20.67180104,51538.69869,Enterobacter hormaechei,RHBSTW-00316,Pseudomonadota,Gammaproteobacteria,NA,Wastewater influent sample,Human-impacted,Enterobacter,4815044,0.000518168,CP056736.1,mobilizable,3.39707055,1.315062899,-3.28552971,Cluster_2
GCF_036010445.1_ASM3601044v1,NZ_CP108566.1,plasmid,1759159,427794,4.112163798,3.028401984,1.366182372,1723760,35399,1.357865904,584444.6216,Streptomyces sp. NBC_01201,NBC_01201,Terrabacteria group,Actinomycetota,NA,NA,Unannotated,Streptomyces,8249142,0.051859212,CP108566.1,NA,5.631234689,0.135508677,-1.28517409,Cluster_1
GCF_008619235.1_ASM861923v1,NZ_AP020312.1,plasmid,110709,32574,3.398692209,0.713455765,4.776716013,109662,1047,4.763704175,155596.7474,Staphylococcus aureus,KUH140013,Terrabacteria group,Bacillota,Homo sapiens,Sputum isolated from host,Humans,Staphylococcus,2804820,0.011613579,AP020312.1,mobilizable,4.512871092,0.679129422,-1.935033903,Cluster_1
GCF_003288395.1_ASM328839v1,NZ_CP030324.1,plasmid,513829,27168,18.91302267,4.124845758,4.590552339,507650,6179,4.585146641,124716.1259,Staphylococcus aureus,AR_475,Terrabacteria group,Bacillota,NA,NA,Unannotated,Staphylococcus,2790267,0.009736703,CP030324.1,mobilizable,4.434057669,0.661864943,-2.011588094,Cluster_1
GCF_037201985.1_DCHS_PB2,NZ_CP147513.1,plasmid,139118,30016,4.634794776,0.456663372,10.14925886,139111,7,10.14925886,304640.1539,Moraxella lincolnii,-,Pseudomonadota,Gammaproteobacteria,Homo sapiens,nasopharyngeal swab,Humans,Moraxella,2143014,0.014006441,CP147513.1,NA,4.477352817,1.006434329,-1.853672192,Cluster_1
GCF_037201985.1_DCHS_PB2,NZ_CP147512.1,plasmid,17888,29173,0.613169712,0.456663372,1.342717084,17881,7,1.342717084,39171.0855,Moraxella lincolnii,-,Pseudomonadota,Gammaproteobacteria,Homo sapiens,nasopharyngeal swab,Humans,Moraxella,2143014,0.01361307,CP147512.1,NA,4.464981092,0.127984515,-1.866043916,Cluster_1
GCF_033815825.1_ASM3381582v1,NZ_CP138659.1,plasmid,122559,82535,1.484933665,1.059740546,1.406940076,119693,2866,1.40122379,116121.7992,Enterococcus faecalis,ES-110-1,Terrabacteria group,Bacillota,NA,Pig rectum feces,Livestock,Enterococcus,2731043,0.030221055,CP138659.1,NA,4.916638156,0.148275601,-1.519690382,Cluster_1
GCF_024205225.1_ASM2420522v1,NZ_CP100554.1,plasmid,128732,83915,1.534076148,0.626205845,2.449821927,128732,0,2.449795319,205576.807,Pseudomonas hydrolytica,KHPS2,Pseudomonadota,Gammaproteobacteria,NA,wastewater treatment plant,Human-impacted,Pseudomonas,5414044,0.015499505,CP100554.1,non-mobilizable,4.923839599,0.389134518,-1.809682182,Cluster_1
GCF_038430275.1_ASM3843027v1,NZ_CP131686.1,plasmid,21726,84251,0.25787231,0.272070976,0.949988818,21332,394,0.947812641,80037.50793,Escherichia coli,-,Pseudomonadota,Gammaproteobacteria,Homo sapiens,urine,Humans,Escherichia,4820573,0.017477383,CP131686.1,NA,4.925575064,-0.022281506,-1.7575236,Cluster_1
GCF_038430275.1_ASM3843027v1,NZ_CP131687.1,plasmid,10116,82641,0.122408974,0.272070976,0.475199992,8440,1676,0.449915591,39271.00251,Escherichia coli,-,Pseudomonadota,Gammaproteobacteria,Homo sapiens,urine,Humans,Escherichia,4820573,0.017143398,CP131687.1,NA,4.917195564,-0.323123576,-1.7659031,Cluster_1
GCF_038430275.1_ASM3843027v1,NZ_CP131688.1,plasmid,11003,78393,0.14035692,0.272070976,0.533175259,9665,1338,0.515883472,41797.20808,Escherichia coli,-,Pseudomonadota,Gammaproteobacteria,Homo sapiens,urine,Humans,Escherichia,4820573,0.016262175,CP131688.1,NA,4.894277285,-0.273130011,-1.788821379,Cluster_1
GCF_038430275.1_ASM3843027v1,NZ_CP131689.1,plasmid,11681,74309,0.157194956,0.272070976,0.580484612,11556,125,0.577771869,43135.23103,Escherichia coli,-,Pseudomonadota,Gammaproteobacteria,Homo sapiens,urine,Humans,Escherichia,4820573,0.015414972,CP131689.1,NA,4.871041417,-0.236209288,-1.812057247,Cluster_1
GCF_038430275.1_ASM3843027v1,NZ_CP131690.1,plasmid,13829,2963,4.66722916,0.272070976,17.14799509,13829,0,17.15445444,50809.50944,Escherichia coli,-,Pseudomonadota,Gammaproteobacteria,Homo sapiens,urine,Humans,Escherichia,4820573,0.000614657,CP131690.1,NA,3.471731651,1.23421335,-3.211367012,Cluster_2
GCF_000783815.2_ASM78381v2,NZ_CP026054.1,plasmid,141455,59363,2.382881593,3.077848109,0.77657054,139156,2299,0.774203765,46099.55699,Salmonella enterica,FDAARGOS_70,Pseudomonadota,Gammaproteobacteria,Homo sapiens,abscess,Humans,Salmonella,4679420,0.012685974,CP026054.1,non-mobilizable,4.773515841,-0.109819089,-1.896676186,Cluster_1
GCF_000783815.2_ASM78381v2,NZ_CP026053.1,plasmid,223364,47793,4.673571444,3.077848109,1.518394757,223364,0,1.518454218,72568.64062,Salmonella enterica,FDAARGOS_70,Pseudomonadota,Gammaproteobacteria,Homo sapiens,abscess,Humans,Salmonella,4679420,0.010213445,CP026053.1,conjugative,4.679364292,0.181384695,-1.990827735,Cluster_1
GCF_016406465.1_ASM1640646v1,NZ_CP066401.1,plasmid,92656,134230,0.690277881,0.876643757,0.837014667,82367,10289,0.787409796,112352.4788,Enterococcus faecium,Dallas 51_4,Terrabacteria group,Bacillota,Homo sapiens,rectal swab,Humans,Enterococcus,2921433,0.04594663,CP066401.1,non-mobilizable,5.12784959,-0.077266932,-1.33774634,Cluster_1
GCF_016406465.1_ASM1640646v1,NZ_CP066402.1,plasmid,155728,83940,1.855229926,0.876643757,2.144669007,153920,1808,2.11628716,180023.5164,Enterococcus faecium,Dallas 51_4,Terrabacteria group,Bacillota,Homo sapiens,rectal swab,Humans,Enterococcus,2921433,0.028732475,CP066402.1,non-mobilizable,4.923968965,0.331360276,-1.541626966,Cluster_1
GCF_016406465.1_ASM1640646v1,NZ_CP066403.1,plasmid,71285,65409,1.089834732,0.876643757,1.25702461,69635,1650,1.243189978,82220.7227,Enterococcus faecium,Dallas 51_4,Terrabacteria group,Bacillota,Homo sapiens,rectal swab,Humans,Enterococcus,2921433,0.022389355,CP066403.1,conjugative,4.81563751,0.09934378,-1.649958421,Cluster_1
GCF_016406465.1_ASM1640646v1,NZ_CP066404.1,plasmid,64038,60664,1.055617829,0.876643757,1.264550917,58997,5041,1.20415827,76712.71683,Enterococcus faecium,Dallas 51_4,Terrabacteria group,Bacillota,Homo sapiens,rectal swab,Humans,Enterococcus,2921433,0.020765152,CP066404.1,conjugative,4.782931043,0.101936321,-1.682664888,Cluster_1
GCF_016406465.1_ASM1640646v1,NZ_CP066405.1,plasmid,28619,29903,0.957061164,0.876643757,1.174653849,25419,3200,1.091733281,35125.67404,Enterococcus faecium,Dallas 51_4,Terrabacteria group,Bacillota,Homo sapiens,rectal swab,Humans,Enterococcus,2921433,0.01023573,CP066405.1,non-mobilizable,4.475714761,0.069909906,-1.98988117,Cluster_1
GCF_016406465.1_ASM1640646v1,NZ_CP066406.1,plasmid,45517,29409,1.547723486,0.876643757,1.862703767,42947,2570,1.765510191,54780.25507,Enterococcus faecium,Dallas 51_4,Terrabacteria group,Bacillota,Homo sapiens,rectal swab,Humans,Enterococcus,2921433,0.010066635,CP066406.1,non-mobilizable,4.468480257,0.270143793,-1.997115673,Cluster_1
GCF_016406465.1_ASM1640646v1,NZ_CP066407.1,plasmid,12658,6173,2.050542686,0.876643757,2.329707659,12651,7,2.339083203,14381.28538,Enterococcus faecium,Dallas 51_4,Terrabacteria group,Bacillota,Homo sapiens,rectal swab,Humans,Enterococcus,2921433,0.002113004,CP066407.1,mobilizable,3.790496277,0.367301428,-2.675099654,Cluster_2
GCF_008931785.1_ASM893178v1,NZ_CP043767.1,plasmid,202756,331049,0.612465224,0.781221103,0.788510086,197792,4964,0.783984485,261035.4754,Enterobacter hormaechei,EB_P9_L5_03.19,Pseudomonadota,Gammaproteobacteria,Homo sapiens,rectal swab,Humans,Enterobacter,4951899,0.066852939,CP043767.1,conjugative,5.51989228,-0.103192747,-1.174879498,Cluster_1
GCF_008931785.1_ASM893178v1,NZ_CP043768.1,plasmid,54837,113004,0.485266008,0.781221103,0.628829041,53331,1506,0.621163466,71060.1969,Enterobacter hormaechei,EB_P9_L5_03.19,Pseudomonadota,Gammaproteobacteria,Homo sapiens,rectal swab,Humans,Enterobacter,4951899,0.022820336,CP043768.1,mobilizable,5.053093816,-0.20146741,-1.641677962,Cluster_1
GCF_008931785.1_ASM893178v1,NZ_CP043769.1,plasmid,46823,3497,13.38947669,0.781221103,17.13522542,46823,0,17.13916411,59921.88328,Enterobacter hormaechei,EB_P9_L5_03.19,Pseudomonadota,Gammaproteobacteria,Homo sapiens,rectal swab,Humans,Enterobacter,4951899,0.000706194,CP043769.1,non-mobilizable,3.543695632,1.233889822,-3.151076146,Cluster_2
GCF_013167935.1_ASM1316793v1,NZ_CP038385.1,plasmid,30444,80565,0.377881214,0.210063563,1.929376796,27641,2803,1.798889859,155440.2416,Escherichia coli O55:H7,DEC5E,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Escherichia,5571128,0.014461165,CP038385.1,conjugative,4.906146411,0.285417051,-1.839796725,Cluster_1
GCF_013167935.1_ASM1316793v1,NZ_CP038384.1,plasmid,34211,69832,0.489904342,0.210063563,2.523947024,31006,3205,2.33217191,176252.2686,Escherichia coli O55:H7,DEC5E,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Escherichia,5571128,0.012534625,CP038384.1,mobilizable,4.84405448,0.402080235,-1.901888656,Cluster_1
GCF_021513035.1_ASM2151303v1,NZ_CP091007.1,plasmid,292753,43056,6.799354329,6.091641526,1.151800541,281102,11651,1.116177684,49591.9241,Staphylococcus epidermidis,R10C,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Staphylococcus,2465749,0.017461631,CP091007.1,non-mobilizable,4.63403368,0.061377278,-1.757915185,Cluster_1
GCF_021513035.1_ASM2151303v1,NZ_CP091008.1,plasmid,214550,31284,6.858138345,6.091641526,1.127161669,211407,3143,1.125827631,35262.12566,Staphylococcus epidermidis,R10C,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Staphylococcus,2465749,0.012687423,CP091008.1,mobilizable,4.495322277,0.051986212,-1.896626588,Cluster_1
GCF_021513035.1_ASM2151303v1,NZ_CP091009.1,plasmid,367637,10356,35.49990344,6.091641526,5.824311399,367535,102,5.827641579,60316.56885,Staphylococcus epidermidis,R10C,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Staphylococcus,2465749,0.004199941,CP091009.1,mobilizable,4.015192042,0.765244587,-2.376756824,Cluster_2
GCF_021513035.1_ASM2151303v1,NZ_CP091010.1,plasmid,910386,7169,126.9892593,6.091641526,20.83478582,909303,1083,20.84647607,149364.5795,Staphylococcus epidermidis,R10C,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Staphylococcus,2465749,0.002907433,CP091010.1,mobilizable,3.85545858,1.31878904,-2.536490285,Cluster_2
GCF_021498285.1_ASM2149828v1,NZ_CP042362.1,plasmid,35407,141490,0.250243833,0.379831126,0.658857827,35324,83,0.65882919,93221.79389,Lelliottia amnigena,A167,Pseudomonadota,Gammaproteobacteria,NA,potato rhizosphere,Earth,Lelliottia,4520659,0.031298534,CP042362.1,non-mobilizable,5.150725747,-0.181208291,-1.504476002,Cluster_1
GCF_023375265.1_ASM2337526v1,NZ_CP088201.1,plasmid,29636,49180,0.602602684,0.533895057,1.148406047,26110,3526,1.128691259,56478.60941,Enterococcus faecalis,S39-4,Terrabacteria group,Bacillota,Sus scrofa domesticus,fecal sample,Livestock,Enterococcus,2890864,0.017012215,CP088201.1,mobilizable,4.691788524,0.060095471,-1.769239136,Cluster_1
GCF_023375265.1_ASM2337526v1,NZ_CP088202.1,plasmid,36165,33618,1.075762984,0.533895057,2.037984396,34940,1225,2.014933403,68512.95943,Enterococcus faecalis,S39-4,Terrabacteria group,Bacillota,Sus scrofa domesticus,fecal sample,Livestock,Enterococcus,2890864,0.011629049,CP088202.1,conjugative,4.526571873,0.309200855,-1.934455788,Cluster_1
GCF_030020475.1_ASM3002047v1,NZ_CP124895.1,plasmid,401983,72705,5.528959494,3.240378567,1.73613209,385784,16199,1.706269616,126225.4836,Enterococcus faecalis,EfsC116,Terrabacteria group,Bacillota,Homo sapiens,urine,Humans,Enterococcus,2971101,0.024470727,CP124895.1,mobilizable,4.861564279,0.239582764,-1.611353137,Cluster_1
GCF_030020475.1_ASM3002047v1,NZ_CP124896.1,plasmid,211034,42039,5.019957658,3.240378567,1.606548028,197722,13312,1.549188638,67537.67253,Enterococcus faecalis,EfsC116,Terrabacteria group,Bacillota,Homo sapiens,urine,Humans,Enterococcus,2971101,0.0141493,CP124896.1,mobilizable,4.623652377,0.205893713,-1.849265039,Cluster_1
GCF_030020475.1_ASM3002047v1,NZ_CP124897.1,plasmid,270198,5121,52.76274165,3.240378567,16.28098918,270134,64,16.28289429,83374.9456,Enterococcus faecalis,EfsC116,Terrabacteria group,Bacillota,Homo sapiens,urine,Humans,Enterococcus,2971101,0.001723603,CP124897.1,mobilizable,3.709354776,1.211680788,-2.76356264,Cluster_2
GCF_010365485.1_ASM1036548v1,NZ_CP048360.1,plasmid,14738,144585,0.101933119,0.212215563,0.487761701,13355,1383,0.480328199,70523.02552,Escherichia coli,53,Pseudomonadota,Gammaproteobacteria,NA,environment,Unannotated,Escherichia,4884114,0.029603117,CP048360.1,conjugative,5.160123239,-0.311792304,-1.528662553,Cluster_1
GCF_010365485.1_ASM1036548v1,NZ_CP048364.1,plasmid,24187,7872,3.072535569,0.212215563,15.19385437,22240,1947,14.47837064,119606.0216,Escherichia coli,53,Pseudomonadota,Gammaproteobacteria,NA,environment,Unannotated,Escherichia,4884114,0.001611756,CP048364.1,mobilizable,3.896085085,1.18166796,-2.792700707,Cluster_2
GCF_002918585.2_ASM291858v2,NZ_CP036446.1,plasmid,111281,96395,1.154427097,1.393666798,0.846555513,106960,4321,0.828337949,81603.71868,Klebsiella pneumoniae,KPNIH45,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5316773,0.018130358,CP036446.1,conjugative,4.984054508,-0.072344558,-1.741593611,Cluster_1
GCF_002918585.2_ASM291858v2,NZ_CP036447.1,plasmid,183443,87465,2.097330361,1.393666798,1.549172786,175672,7771,1.504900859,135498.3978,Klebsiella pneumoniae,KPNIH45,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5316773,0.016450768,CP036447.1,mobilizable,4.9418343,0.190099859,-1.783813818,Cluster_1
GCF_002918585.2_ASM291858v2,NZ_CP036448.1,plasmid,91130,51570,1.767112662,1.393666798,1.361789658,87607,3523,1.267959218,70227.49266,Klebsiella pneumoniae,KPNIH45,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5316773,0.009699493,CP036448.1,mobilizable,4.712397131,0.134110032,-2.013250987,Cluster_1
GCF_002918585.2_ASM291858v2,NZ_CP036449.1,plasmid,17932,19305,0.928878529,1.393666798,0.829397899,14827,3105,0.666499719,16011.52643,Klebsiella pneumoniae,KPNIH45,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5316773,0.003630962,CP036449.1,mobilizable,4.285669806,-0.081237069,-2.439978313,Cluster_2
GCF_024734255.1_ASM2473425v1,NZ_CP102899.1,plasmid,94291,93612,1.007253344,1.677977241,0.604447662,92436,1855,0.600278311,56583.55457,Klebsiella quasipneumoniae,KW1,Pseudomonadota,Gammaproteobacteria,NA,well water,Water,Klebsiella,5229590,0.017900447,CP102899.1,non-mobilizable,4.971331524,-0.218641298,-1.747136118,Cluster_1
GCF_024734255.1_ASM2473425v1,NZ_CP102900.1,plasmid,47008,45122,1.041797793,1.677977241,0.626947211,46158,850,0.62086527,28289.11205,Klebsiella quasipneumoniae,KW1,Pseudomonadota,Gammaproteobacteria,NA,well water,Water,Klebsiella,5229590,0.00862821,CP102900.1,conjugative,4.654388341,-0.202769025,-2.0640793,Cluster_1
GCF_024734255.1_ASM2473425v1,NZ_CP102901.1,plasmid,22725,5207,4.364317265,1.677977241,2.600612981,22722,3,2.600939487,13541.39179,Klebsiella quasipneumoniae,KW1,Pseudomonadota,Gammaproteobacteria,NA,well water,Water,Klebsiella,5229590,0.00099568,CP102901.1,mobilizable,3.716587578,0.415075726,-3.001880064,Cluster_2
GCF_024734255.1_ASM2473425v1,NZ_CP102902.1,plasmid,13595,4353,3.123133471,1.677977241,1.861015355,13595,0,1.861249006,8100.999841,Klebsiella quasipneumoniae,KW1,Pseudomonadota,Gammaproteobacteria,NA,well water,Water,Klebsiella,5229590,0.000832379,CP102902.1,non-mobilizable,3.638788667,0.269749957,-3.079678974,Cluster_2
